minimal_pair,paradigm,delta_score_42_childes,delta_score_13_childes,delta_score_30_childes,delta_score_42_wiki,delta_score_13_wiki,delta_score_30_wiki,delta_avg_childes,delta_avg_wiki
"der fahrgast schaukelt auf dem spielplatz und flüchtet vor dem feuer, die fahrgäste schaukeln auf dem spielplatz und flüchtet vor dem feuer",long_vp_coord,-0.40596866607666193,0.023757934570314276,-0.8112201690673846,-0.9679589271545392,2.5583701133728027,3.276580333709717,-0.3978103001912441,1.62233050664266
"die fahrgäste schaukeln auf dem spielplatz und flüchten vor dem feuer, der fahrgast schaukelt auf dem spielplatz und flüchten vor dem feuer",long_vp_coord,2.932408332824707,2.028858184814453,1.374422550201416,3.262178897857666,3.152514934539793,2.639026165008545,2.111896355946859,3.0179066658020015
"der fahrgast schaukelt auf dem spielplatz und riecht den duft von frischem kaffee, die fahrgäste schaukeln auf dem spielplatz und riecht den duft von frischem kaffee",long_vp_coord,3.6923198699951154,1.866975784301756,3.613663673400879,-1.5094518661499023,3.8659992218017596,1.1479749679565412,3.0576531092325836,1.168174107869466
"die fahrgäste schaukeln auf dem spielplatz und riechen den duft von frischem kaffee, der fahrgast schaukelt auf dem spielplatz und riechen den duft von frischem kaffee",long_vp_coord,2.7168006896972656,1.7257375717163104,1.235975265502928,2.8450975418090803,0.8637495040893555,0.6977138519287092,1.8928378423055012,1.4688536326090482
"der fahrgast schaukelt auf dem spielplatz und wandert durch den wald, die fahrgäste schaukeln auf dem spielplatz und wandert durch den wald",long_vp_coord,2.3227086067199707,3.0795698165893555,0.14610671997070135,-0.25277042388916016,2.464094638824463,-0.0018754005432128906,1.8494617144266758,0.7364829381306967
"die fahrgäste schaukeln auf dem spielplatz und wandern durch den wald, der fahrgast schaukelt auf dem spielplatz und wandern durch den wald",long_vp_coord,3.5037670135498047,3.541677474975586,1.4383554458618182,3.9140462875366193,1.3991665840148926,4.008805751800537,2.827933311462403,3.1073395411173497
"der fahrgast schaukelt auf dem spielplatz und feiert den geburtstag des großvaters, die fahrgäste schaukeln auf dem spielplatz und feiert den geburtstag des großvaters",long_vp_coord,2.7434616088867188,0.6211090087890625,2.703841209411621,1.9089021682739258,1.6122374534606916,0.3212890625,2.0228039423624673,1.2808095614115391
"die fahrgäste schaukeln auf dem spielplatz und feiern den geburtstag des großvaters, der fahrgast schaukelt auf dem spielplatz und feiern den geburtstag des großvaters",long_vp_coord,1.215181827545166,4.107276439666748,1.561089038848877,1.792877197265625,2.6498079299926776,0.8752422332763672,2.29451576868693,1.7726424535115566
"der fahrgast schaukelt auf dem spielplatz und verschwindet im nebel, die fahrgäste schaukeln auf dem spielplatz und verschwindet im nebel",long_vp_coord,1.775517463684082,0.543913841247555,1.2989606857299805,0.9742460250854492,2.0521459579467773,1.528416633605957,1.2061306635538724,1.5182695388793945
"die fahrgäste schaukeln auf dem spielplatz und verschwinden im nebel, der fahrgast schaukelt auf dem spielplatz und verschwinden im nebel",long_vp_coord,-0.3039693832397461,0.6804656982421857,-0.10792827606201172,1.7393684387207031,1.6203832626342773,2.463562965393068,0.08952267964680931,1.9411048889160163
