minimal_pair,dataset,paradigm,nsubj1,nsubj2,verb1,verb2,delta_score_42,delta_score_13,delta_score_30,delta_avg,delta_sent_length_char,delta_subwords,total_freq_verbs,total_freq_nouns,nsubj1_log_freq,nsubj2_log_freq,nsubj1_nsubj2_log_freq,verb_log_freq,dep_nsubj1_freq,dep_nsubj2_freq,dep_verb_freq,bigram_freq_gramm,bigram_freq_ungramm,bigram_nsubj_root1,bigram_nsubj_root2
"der feind zweifelt, die feinde zweifelt",childes,simple_agrmt,feind,feinde,zweifelt,zweifelt,-4.152597427368164,-1.438155174255371,-1.2928218841552734,-2.294524828592936,-1,0,1.3862943611198906,1.3862943611198906,0.6931471805599453,0.6931471805599453,0.0,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"die feinde zweifeln, der feind zweifeln",childes,simple_agrmt,feinde,feind,zweifeln,zweifeln,3.408747673034668,2.511180877685547,2.599032402038574,2.839653650919596,1,0,1.3862943611198906,1.3862943611198906,0.6931471805599453,0.6931471805599453,0.0,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"der feind konstruiert, die feinde konstruiert",childes,simple_agrmt,feind,feinde,konstruiert,konstruiert,-0.5938320159912109,-3.360621452331543,-4.4253621101379395,-2.793271859486898,-1,0,1.791759469228055,1.3862943611198906,0.6931471805599453,0.6931471805599453,0.0,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"die feinde konstruieren, der feind konstruieren",childes,simple_agrmt,feinde,feind,konstruieren,konstruieren,1.3235950469970703,4.363626480102539,5.79100227355957,3.8260746002197266,1,0,1.791759469228055,1.3862943611198906,0.6931471805599453,0.6931471805599453,0.0,1.0986122886681098,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"der feind fürchtet, die feinde fürchtet",childes,simple_agrmt,feind,feinde,fürchtet,fürchtet,1.3339381217956543,2.909274101257324,2.764443874359131,2.3358853658040366,-1,0,5.42934562895444,1.3862943611198906,0.6931471805599453,0.6931471805599453,0.0,2.4849066497880004,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"die feinde fürchten, der feind fürchten",childes,simple_agrmt,feinde,feind,fürchten,fürchten,1.6478171348571777,-2.4505176544189453,-1.2685904502868652,-0.6904303232828776,1,0,5.42934562895444,1.3862943611198906,0.6931471805599453,0.6931471805599453,0.0,2.9444389791664403,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"der feind schält, die feinde schält",childes,simple_agrmt,feind,feinde,schält,schält,-2.3136215209960938,-1.7902812957763672,-2.1044130325317383,-2.069438616434733,-1,0,5.049856007249537,1.3862943611198906,0.6931471805599453,0.6931471805599453,0.0,1.791759469228055,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"die feinde schälen, der feind schälen",childes,simple_agrmt,feinde,feind,schälen,schälen,5.330540657043457,3.872775077819824,4.098410606384277,4.433908780415853,1,0,5.049856007249537,1.3862943611198906,0.6931471805599453,0.6931471805599453,0.0,3.258096538021482,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"der feind taucht, die feinde taucht",childes,simple_agrmt,feind,feinde,taucht,taucht,-1.240616798400879,-0.22980785369873047,-0.8038806915283203,-0.7581017812093099,-1,0,6.922643891475888,1.3862943611198906,0.6931471805599453,0.6931471805599453,0.0,3.5553480614894135,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"die feinde tauchen, der feind tauchen",childes,simple_agrmt,feinde,feind,tauchen,tauchen,2.5272703170776367,2.900956153869629,4.854331016540527,3.427519162495931,1,0,6.922643891475888,1.3862943611198906,0.6931471805599453,0.6931471805599453,0.0,3.367295829986474,0.0,0.0,0.0,0.0,0.0,0.0,0.0
