sentence,en_childes_best_clm_42,en_childes_best_clm_30,en_childes_best_clm_13,en_wikipedia_best_clm_42,en_wikipedia_best_clm_30,en_wikipedia_best_clm_13,en_childes_convergence_clm_42,en_childes_convergence_clm_30,en_childes_convergence_clm_13,en_wikipedia_convergence_clm_42,en_wikipedia_convergence_clm_30,en_wikipedia_convergence_clm_13,en_childes_best_mlm_42,en_childes_best_mlm_30,en_childes_best_mlm_13,en_wikipedia_best_mlm_42,en_wikipedia_best_mlm_30,en_wikipedia_best_mlm_13
the teenagers explain that they aren't breaking all glasses.,-98.31517028808594,-103.11458587646484,-98.0550308227539,-82.32308197021484,-79.15026092529297,-76.63021087646484,-112.42632293701172,-110.513671875,-112.77749633789062,-85.07920837402344,-79.4444351196289,-76.4518051147461,-98.13070678710938,-87.98661804199219,-97.95651245117188,-76.57789611816406,-68.89293670654297,-75.36787414550781
the teenagers explain that themselves aren't breaking all glasses.,-105.79933166503906,-111.52429962158203,-111.40283203125,-91.45697784423828,-90.68750762939453,-86.46155548095703,-123.08891296386719,-123.54007720947266,-116.6866683959961,-94.60785675048828,-90.15668487548828,-86.3326416015625,-108.26870727539062,-95.09101104736328,-110.54422760009766,-85.74287414550781,-79.84227752685547,-86.15967559814453
carl can't imagine that he complained about lisa.,-74.65869140625,-74.39911651611328,-73.5564193725586,-64.1688232421875,-67.29855346679688,-65.16282653808594,-81.66908264160156,-85.72600555419922,-81.75215148925781,-60.89122772216797,-68.57876586914062,-70.22891235351562,-76.70464324951172,-80.1282958984375,-78.80313110351562,-69.95172882080078,-70.67901611328125,-69.47173309326172
carl can't imagine that himself complained about lisa.,-85.18548583984375,-81.9015121459961,-83.92613220214844,-70.11073303222656,-74.91609191894531,-73.12556457519531,-95.08719635009766,-93.17720031738281,-93.6387939453125,-69.68048095703125,-76.82475280761719,-77.26618194580078,-83.7973861694336,-88.19514465332031,-87.3437728881836,-78.43462371826172,-78.28797912597656,-77.30382537841797
angela wasn't thinking that she likes susan.,-66.65576171875,-68.90826416015625,-73.97791290283203,-70.75387573242188,-64.55303192138672,-68.18438720703125,-76.88008117675781,-77.25943756103516,-77.24763488769531,-71.66786193847656,-69.62301635742188,-74.51653289794922,-70.42195129394531,-70.38241577148438,-65.78520965576172,-69.02953338623047,-73.53689575195312,-69.62322235107422
angela wasn't thinking that herself likes susan.,-74.28517150878906,-80.90836334228516,-85.86815643310547,-76.32563781738281,-73.97647094726562,-72.0238037109375,-84.61106872558594,-87.15284729003906,-88.3319320678711,-78.84122467041016,-79.53500366210938,-79.7500228881836,-80.62445068359375,-82.95299530029297,-79.13401794433594,-73.05863952636719,-75.1916732788086,-74.30704498291016
tara thinks that she sounded like wayne.,-71.87789154052734,-84.11968994140625,-85.85657501220703,-58.854331970214844,-70.0906982421875,-52.89326095581055,-79.0447769165039,-84.69803619384766,-88.75807189941406,-59.83578872680664,-69.03994750976562,-55.95269775390625,-68.68882751464844,-74.2323989868164,-74.68365478515625,-74.21843719482422,-63.801692962646484,-76.78153991699219
tara thinks that herself sounded like wayne.,-75.74990844726562,-89.97628021240234,-93.93480682373047,-64.91020965576172,-75.0052261352539,-58.87732696533203,-84.5303955078125,-89.86241149902344,-96.29052734375,-64.90092468261719,-74.721435546875,-61.223609924316406,-73.66265106201172,-78.92500305175781,-80.61723327636719,-79.750732421875,-71.41356658935547,-81.94000244140625
those waiters explain that they did climb down mountains.,-98.66734313964844,-96.74299621582031,-92.02572631835938,-79.57122802734375,-75.81758117675781,-73.06292724609375,-99.90029907226562,-101.66423034667969,-95.810302734375,-77.759033203125,-76.6887435913086,-73.71219635009766,-80.45323944091797,-85.68034362792969,-83.6498031616211,-78.11724090576172,-80.57112121582031,-85.81330108642578
those waiters explain that themselves did climb down mountains.,-113.1833267211914,-110.32791137695312,-103.25643157958984,-88.09949493408203,-86.695068359375,-80.72509765625,-117.70941162109375,-118.41781616210938,-110.70391082763672,-88.11202239990234,-88.2274169921875,-79.04286193847656,-84.88243865966797,-93.96571350097656,-93.21459197998047,-90.76754760742188,-91.56190490722656,-95.12069702148438
