sentence,en_childes_best_clm_42,en_childes_best_clm_30,en_childes_best_clm_13,en_wikipedia_best_clm_42,en_wikipedia_best_clm_30,en_wikipedia_best_clm_13,en_childes_convergence_clm_42,en_childes_convergence_clm_30,en_childes_convergence_clm_13,en_wikipedia_convergence_clm_42,en_wikipedia_convergence_clm_30,en_wikipedia_convergence_clm_13,en_childes_best_mlm_42,en_childes_best_mlm_30,en_childes_best_mlm_13,en_wikipedia_best_mlm_42,en_wikipedia_best_mlm_30,en_wikipedia_best_mlm_13
steven explains kayla won't hurt herself.,-95.4145278930664,-94.13842010498047,-95.30744934082031,-92.41520690917969,-86.6851806640625,-80.84162139892578,-100.39899444580078,-105.33224487304688,-103.29299926757812,-96.18812561035156,-92.20001220703125,-80.38420104980469,-94.22917175292969,-90.95417022705078,-82.80400085449219,-85.85819244384766,-90.88451385498047,-93.10841369628906
kayla explains steven won't hurt herself.,-92.31925964355469,-93.0570068359375,-93.00054931640625,-88.9661636352539,-88.31806182861328,-89.006103515625,-99.18307495117188,-99.24330139160156,-108.15536499023438,-90.17843627929688,-97.10519409179688,-90.29376983642578,-74.09300231933594,-85.20529174804688,-78.68492126464844,-87.53410339355469,-88.72582244873047,-92.3999252319336
gina explains alan fires himself.,-80.55722045898438,-91.16584014892578,-88.81249237060547,-66.8727035522461,-66.07518005371094,-63.008384704589844,-88.2818603515625,-99.90643310546875,-104.90381622314453,-67.7228775024414,-69.65747833251953,-64.39744567871094,-88.89374542236328,-91.0701675415039,-93.30767822265625,-68.83180236816406,-68.86956787109375,-75.26615142822266
alan explains gina fires himself.,-81.32711791992188,-84.94709777832031,-87.41046142578125,-72.2499008178711,-65.111083984375,-61.905513763427734,-91.18817901611328,-92.24059295654297,-92.8931884765625,-70.3157958984375,-70.51714324951172,-66.81255340576172,-91.91519165039062,-91.89881896972656,-94.67257690429688,-67.53903198242188,-64.3996353149414,-74.1575698852539
paul did think alice hugs herself.,-73.75137329101562,-79.2923355102539,-73.80809020996094,-71.06732177734375,-62.02790832519531,-74.07579803466797,-79.04755401611328,-89.63375854492188,-85.54190063476562,-78.54193115234375,-64.52225494384766,-73.34475708007812,-72.80277252197266,-75.74853515625,-78.01055145263672,-64.027099609375,-70.24276733398438,-73.18367004394531
alice did think paul hugs herself.,-81.40852355957031,-84.49813079833984,-80.58856201171875,-76.4981689453125,-68.24105072021484,-75.28646850585938,-89.7140884399414,-99.0892562866211,-89.48074340820312,-80.55541229248047,-74.85554504394531,-76.55306243896484,-82.3480224609375,-77.6680908203125,-90.1164779663086,-63.99557876586914,-70.31184387207031,-74.9632568359375
beverly imagines carla's ex-boyfriend hates himself.,-144.95892333984375,-146.4650115966797,-143.82403564453125,-143.6753692626953,-136.13807678222656,-125.56523132324219,-165.03591918945312,-172.75755310058594,-157.66973876953125,-149.8779296875,-145.38356018066406,-136.72244262695312,-147.28785705566406,-151.0765838623047,-151.20706176757812,-147.66549682617188,-140.0833740234375,-147.54005432128906
carla's ex-boyfriend imagines beverly hates himself.,-142.05206298828125,-148.81320190429688,-141.16458129882812,-121.50846862792969,-126.38186645507812,-127.8233871459961,-168.70974731445312,-180.8668670654297,-165.3421630859375,-130.02572631835938,-134.51034545898438,-135.84454345703125,-145.54022216796875,-149.2104034423828,-144.7031707763672,-143.62539672851562,-135.01605224609375,-142.61898803710938
randolf imagines kayla sounds like herself.,-109.15629577636719,-105.47923278808594,-113.06714630126953,-86.34175872802734,-78.01119995117188,-83.62938690185547,-118.05984497070312,-114.48334503173828,-136.34228515625,-90.83783721923828,-85.23371124267578,-83.38839721679688,-105.6453857421875,-108.4756088256836,-98.20130157470703,-86.06717681884766,-82.73789978027344,-89.76458740234375
kayla imagines randolf sounds like herself.,-109.6424560546875,-107.03370666503906,-115.61296081542969,-93.32866668701172,-85.9255142211914,-77.94908142089844,-127.55949401855469,-118.64139556884766,-136.66940307617188,-97.20703125,-94.21282196044922,-83.8747329711914,-111.85478973388672,-110.2947769165039,-109.255126953125,-79.08260345458984,-76.76933288574219,-83.31181335449219
tonya explains kevin would boast about himself.,-101.43931579589844,-105.07769012451172,-104.15235900878906,-91.36912536621094,-89.87350463867188,-83.18567657470703,-112.08479309082031,-121.79884338378906,-118.73612976074219,-91.68473052978516,-89.9699935913086,-85.23556518554688,-113.75169372558594,-113.18094635009766,-121.95370483398438,-91.56171417236328,-94.8936767578125,-100.25048065185547
kevin explains tonya would boast about himself.,-103.68904876708984,-106.26982116699219,-96.5982437133789,-82.24447631835938,-85.45135498046875,-75.69489288330078,-117.12944030761719,-115.02835845947266,-110.35334777832031,-82.48390197753906,-87.83441162109375,-74.8338851928711,-117.26620483398438,-109.42816925048828,-122.89691925048828,-95.35659790039062,-96.09212493896484,-101.06136322021484
adam can explain katherine will describe herself.,-89.14727020263672,-83.164794921875,-85.03775024414062,-80.34750366210938,-73.46306610107422,-77.92961120605469,-99.99807739257812,-82.74684143066406,-93.23968505859375,-79.22647857666016,-75.14754486083984,-80.56886291503906,-91.89334106445312,-91.79643249511719,-96.27888488769531,-88.51932525634766,-83.00827026367188,-79.65921783447266
katherine can explain adam will describe herself.,-88.09237670898438,-83.50028991699219,-81.13701629638672,-80.32425689697266,-73.4595947265625,-77.72347259521484,-106.61026763916016,-95.33154296875,-91.6922378540039,-82.10655975341797,-73.40928649902344,-81.41943359375,-87.67303466796875,-89.90728759765625,-90.26382446289062,-75.07707977294922,-70.24778747558594,-72.79553985595703
nancy could say every guy hides himself.,-82.08872985839844,-83.78263854980469,-80.39563751220703,-78.25215911865234,-85.12034606933594,-87.36553955078125,-94.89661407470703,-105.51278686523438,-90.67620849609375,-79.23101806640625,-82.94229888916016,-90.4664077758789,-84.81249237060547,-80.16381072998047,-81.18672180175781,-85.05573272705078,-84.68245697021484,-79.7095718383789
every guy could say nancy hides himself.,-72.7874526977539,-75.80003356933594,-75.20922088623047,-78.53858184814453,-84.30813598632812,-78.47447967529297,-78.26480102539062,-90.58009338378906,-87.79768371582031,-80.34259796142578,-83.56002044677734,-80.64822387695312,-81.23045349121094,-77.503662109375,-82.84416198730469,-76.36447143554688,-74.98064422607422,-76.0793228149414
claire says lawrence attacks himself.,-78.52245330810547,-83.85713958740234,-80.9674072265625,-60.724510192871094,-62.04320526123047,-58.43673324584961,-80.86215209960938,-87.93856048583984,-89.19329071044922,-60.762657165527344,-64.46582794189453,-56.48940658569336,-107.79573059082031,-95.42101287841797,-98.64601135253906,-68.96110534667969,-69.73255157470703,-70.07339477539062
