sentence,en_childes_best_clm_42,en_childes_best_clm_30,en_childes_best_clm_13,en_wikipedia_best_clm_42,en_wikipedia_best_clm_30,en_wikipedia_best_clm_13,en_childes_convergence_clm_42,en_childes_convergence_clm_30,en_childes_convergence_clm_13,en_wikipedia_convergence_clm_42,en_wikipedia_convergence_clm_30,en_wikipedia_convergence_clm_13,en_childes_best_mlm_42,en_childes_best_mlm_30,en_childes_best_mlm_13,en_wikipedia_best_mlm_42,en_wikipedia_best_mlm_30,en_wikipedia_best_mlm_13
carla had explained that samuel has discussed her.,-98.0599365234375,-107.07820129394531,-103.63676452636719,-70.86511993408203,-74.7959213256836,-74.23771667480469,-117.73799133300781,-113.70001220703125,-116.34647369384766,-71.666748046875,-77.89433288574219,-75.45243072509766,-107.64331817626953,-110.17095184326172,-112.443115234375,-63.09672164916992,-56.27296447753906,-64.36717224121094
carla had explained that samuel has discussed herself.,-102.55046081542969,-111.41340637207031,-106.8194580078125,-75.77570343017578,-80.43661499023438,-80.55998229980469,-119.11573791503906,-120.50994873046875,-117.72820281982422,-76.69119262695312,-81.57392120361328,-83.11754608154297,-113.83262634277344,-114.49002838134766,-118.91648864746094,-67.90579223632812,-61.424896240234375,-71.0728530883789
alice hadn't said that some people weren't escaping from her.,-80.05929565429688,-88.20675659179688,-85.27220153808594,-67.6866226196289,-65.7201156616211,-68.2113265991211,-90.86640930175781,-98.16602325439453,-86.86217498779297,-66.75359344482422,-64.6961898803711,-64.96987915039062,-75.73269653320312,-72.29611206054688,-69.78587341308594,-85.42816925048828,-86.20684051513672,-88.23768615722656
alice hadn't said that some people weren't escaping from herself.,-87.99305725097656,-93.93868255615234,-91.26122283935547,-75.11257934570312,-72.3409423828125,-73.5326156616211,-98.49787139892578,-103.87158966064453,-92.55868530273438,-75.27069091796875,-71.64518737792969,-71.82418060302734,-78.99282836914062,-79.17474365234375,-75.1924819946289,-84.91683959960938,-86.98429870605469,-91.7855224609375
carl imagines that maria does leave him.,-88.50003814697266,-92.31571960449219,-90.85589599609375,-65.16899108886719,-70.55998992919922,-64.42774200439453,-96.58001708984375,-98.42282104492188,-103.22923278808594,-62.37754821777344,-72.78028869628906,-64.85604095458984,-93.7733383178711,-92.11460876464844,-100.22108459472656,-75.27960205078125,-69.03204345703125,-73.56621551513672
carl imagines that maria does leave himself.,-89.39437103271484,-94.89225769042969,-93.17124938964844,-67.98866271972656,-72.61064147949219,-67.57144927978516,-93.65647888183594,-100.39903259277344,-102.86711120605469,-64.39429473876953,-73.85552215576172,-66.94107818603516,-97.99121856689453,-98.49706268310547,-106.22683715820312,-78.50562286376953,-70.29364013671875,-75.81077575683594
those waiters think that robert flees from them.,-100.08191680908203,-102.81965637207031,-97.51069641113281,-71.0293960571289,-68.51052856445312,-67.68215942382812,-113.75951385498047,-106.0346908569336,-105.94271087646484,-70.4015884399414,-69.52481079101562,-68.99153900146484,-103.28362274169922,-100.72752380371094,-105.5972900390625,-74.79212951660156,-69.80830383300781,-74.98692321777344
those waiters think that robert flees from themselves.,-99.2473373413086,-107.51760864257812,-97.14940643310547,-76.22034454345703,-72.93233489990234,-70.69869232177734,-109.24966430664062,-111.38651275634766,-105.90601348876953,-76.00466918945312,-75.34307861328125,-72.57615661621094,-102.29645538330078,-101.89840698242188,-107.7344741821289,-76.11735534667969,-71.59278869628906,-78.07186889648438
florence did think that walter stunned her.,-82.50245666503906,-94.43391418457031,-91.16006469726562,-57.3129997253418,-57.393951416015625,-54.66625213623047,-94.09063720703125,-95.49098205566406,-101.83421325683594,-54.73257064819336,-58.1038818359375,-54.90992736816406,-109.16856384277344,-109.90579986572266,-115.87451934814453,-67.36737060546875,-71.06123352050781,-69.125732421875
florence did think that walter stunned herself.,-85.2457046508789,-96.93778228759766,-94.1184310913086,-62.559513092041016,-63.23579406738281,-58.703025817871094,-99.00154113769531,-103.09337615966797,-108.49272155761719,-61.69678497314453,-64.75929260253906,-58.686668395996094,-111.35176086425781,-112.16675567626953,-117.69835662841797,-66.9585952758789,-73.86080932617188,-72.3812026977539
carlos said that lori helped him.,-62.708621978759766,-71.40714263916016,-60.177040100097656,-48.45498275756836,-52.29023742675781,-51.16918182373047,-59.23872756958008,-62.19534683227539,-60.57917785644531,-47.55940246582031,-50.325096130371094,-45.38332748413086,-89.93245697021484,-88.54635620117188,-86.2579574584961,-64.76509094238281,-62.82927703857422,-63.12640380859375
carlos said that lori helped himself.,-70.88729858398438,-79.48299407958984,-65.92603302001953,-54.90715789794922,-56.370887756347656,-57.18341827392578,-72.43254089355469,-72.62799072265625,-68.99659729003906,-55.61610412597656,-54.988380432128906,-53.22182083129883,-91.89064025878906,-93.93817901611328,-92.56853485107422,-68.44081115722656,-64.41996765136719,-66.83109283447266
all people think that tamara investigated them.,-84.14347839355469,-83.8348617553711,-89.60393524169922,-66.66716766357422,-72.27516174316406,-69.5739974975586,-104.90322875976562,-82.77064514160156,-102.37812805175781,-69.58684539794922,-71.08927154541016,-71.16682434082031,-94.32223510742188,-89.54513549804688,-88.3065185546875,-61.625362396240234,-53.814510345458984,-56.04322814941406
all people think that tamara investigated themselves.,-86.82870483398438,-88.77224731445312,-92.9155044555664,-71.29241943359375,-73.70416259765625,-73.10852813720703,-108.50846099853516,-86.60295104980469,-102.54740905761719,-74.36244201660156,-73.1230697631836,-75.157958984375,-95.17456817626953,-92.35209655761719,-95.42334747314453,-64.40367126464844,-56.18846893310547,-59.9012336730957
a lot of people imagined that sabrina had aggravated them.,-97.33845520019531,-87.15308380126953,-93.91014099121094,-59.10545349121094,-65.31524658203125,-62.2158203125,-105.85981750488281,-91.45608520507812,-105.22000122070312,-60.066162109375,-59.897308349609375,-62.9871711730957,-111.593505859375,-110.29130554199219,-116.20172882080078,-71.64701843261719,-65.8630599975586,-73.71415710449219
a lot of people imagined that sabrina had aggravated themselves.,-98.83352661132812,-90.77694702148438,-95.24097442626953,-63.763553619384766,-67.5564193725586,-64.33574676513672,-109.50240325927734,-98.07618713378906,-105.69622802734375,-65.10771942138672,-62.48712921142578,-65.97172546386719,-117.02433013916016,-115.24964141845703,-123.07723999023438,-74.2227783203125,-67.60624694824219,-76.75444030761719
emily is thinking that samuel will love her.,-77.7791748046875,-87.69194030761719,-78.60542297363281,-69.48406982421875,-64.36859893798828,-61.19731903076172,-94.43386840820312,-92.8127670288086,-87.50164031982422,-68.16319274902344,-66.29827117919922,-60.68507385253906,-76.37947082519531,-76.76508331298828,-74.29603576660156,-56.262367248535156,-56.82355499267578,-56.48575973510742
emily is thinking that samuel will love herself.,-85.96929931640625,-95.17476654052734,-84.55696105957031,-69.81687927246094,-67.53331756591797,-64.42157745361328,-98.98614501953125,-106.88792419433594,-92.04561614990234,-71.31724548339844,-71.5750961303711,-66.66546630859375,-80.10420227050781,-83.98094177246094,-80.23596954345703,-57.30363464355469,-59.241085052490234,-59.16759490966797
a lot of children say that allison hadn't approached them.,-80.3545913696289,-82.2467041015625,-78.8336410522461,-75.39012145996094,-87.00987243652344,-82.97254943847656,-96.37932586669922,-87.3380126953125,-90.35492706298828,-79.15270233154297,-86.37723541259766,-86.203125,-74.61643981933594,-71.60404968261719,-75.80670166015625,-64.497314453125,-57.1986198425293,-63.888675689697266
a lot of children say that allison hadn't approached themselves.,-81.53758239746094,-87.56708526611328,-82.7936019897461,-77.07756805419922,-91.30802917480469,-85.72711181640625,-94.93799591064453,-95.78416442871094,-96.46134185791016,-80.86138916015625,-89.65355682373047,-89.27729797363281,-76.60736846923828,-74.59058380126953,-84.10897827148438,-66.58554077148438,-59.64739227294922,-67.93826293945312
paul wasn't thinking that marie had distracted him.,-73.80268859863281,-70.5816421508789,-71.0154800415039,-60.27959442138672,-67.219482421875,-60.47258758544922,-86.37675476074219,-79.59326171875,-74.63681030273438,-61.699302673339844,-68.7470474243164,-61.47566223144531,-68.19783020019531,-68.08942413330078,-70.21015930175781,-75.57389068603516,-69.17655181884766,-68.56291198730469
paul wasn't thinking that marie had distracted himself.,-73.3805160522461,-75.77055358886719,-72.02365112304688,-64.97124481201172,-68.87067413330078,-61.02372741699219,-78.83114624023438,-83.62091064453125,-77.54708862304688,-65.7742691040039,-69.939697265625,-63.9141845703125,-69.72811126708984,-71.31156158447266,-76.34032440185547,-77.62242126464844,-68.72594451904297,-70.17961883544922
a lot of actors imagined that kenneth loves them.,-111.99893188476562,-104.80125427246094,-105.26055145263672,-83.93941497802734,-78.35271453857422,-74.80876159667969,-134.27984619140625,-107.37773895263672,-123.59907531738281,-86.39967346191406,-81.38658905029297,-73.85438537597656,-127.08878326416016,-120.94181060791016,-121.705322265625,-68.48652648925781,-62.68781661987305,-76.106201171875
