sentence,en_childes_best_clm_42,en_childes_best_clm_30,en_childes_best_clm_13,en_wikipedia_best_clm_42,en_wikipedia_best_clm_30,en_wikipedia_best_clm_13,en_childes_convergence_clm_42,en_childes_convergence_clm_30,en_childes_convergence_clm_13,en_wikipedia_convergence_clm_42,en_wikipedia_convergence_clm_30,en_wikipedia_convergence_clm_13,en_childes_best_mlm_42,en_childes_best_mlm_30,en_childes_best_mlm_13,en_wikipedia_best_mlm_42,en_wikipedia_best_mlm_30,en_wikipedia_best_mlm_13
lucille's sisters are confused by amy.,-62.29280471801758,-73.04701232910156,-70.52188873291016,-54.541996002197266,-56.535037994384766,-48.51226043701172,-73.97312927246094,-80.93806457519531,-78.83374786376953,-54.698509216308594,-54.18560028076172,-49.800262451171875,-62.893959045410156,-63.1138916015625,-65.29723358154297,-59.69466018676758,-61.83142852783203,-54.917945861816406
lucille's sisters are communicated by amy.,-64.74452209472656,-68.21589660644531,-70.30210876464844,-53.688758850097656,-55.62666702270508,-49.17930603027344,-73.90564727783203,-68.83419036865234,-71.04792785644531,-54.743778228759766,-53.71953582763672,-50.68142318725586,-89.58812713623047,-82.5447006225586,-87.52861785888672,-59.80823516845703,-61.911865234375,-57.75490188598633
a lot of hospitals were astounded by some actress.,-89.65828704833984,-101.33100128173828,-95.77415466308594,-60.47366714477539,-62.67576217651367,-72.50718688964844,-91.44365692138672,-114.80292510986328,-98.524169921875,-65.83719635009766,-67.32821655273438,-70.69551849365234,-91.34423065185547,-94.10399627685547,-86.03472137451172,-63.9217529296875,-67.3064193725586,-76.65555572509766
a lot of hospitals were cooperated by some actress.,-82.27699279785156,-88.11888122558594,-86.38875579833984,-55.23236083984375,-56.76034927368164,-61.72768020629883,-84.77487182617188,-101.6453628540039,-93.13645935058594,-60.766937255859375,-63.01365661621094,-60.399391174316406,-83.23099517822266,-85.68185424804688,-79.20414733886719,-54.568870544433594,-62.21105194091797,-66.75408935546875
larry's oncologists aren't helped by spain.,-88.8758773803711,-92.76909637451172,-84.83007049560547,-79.81163024902344,-87.01612854003906,-79.56431579589844,-90.1710205078125,-96.27438354492188,-87.69510650634766,-77.59043884277344,-90.22109985351562,-81.66695404052734,-116.26985168457031,-106.3122787475586,-106.08206176757812,-77.9089126586914,-82.15003204345703,-84.35182189941406
larry's oncologists aren't struggled by spain.,-92.65190124511719,-92.96539306640625,-82.06097412109375,-82.2015151977539,-89.71002960205078,-84.21409606933594,-94.3839111328125,-95.44087982177734,-86.119873046875,-82.83384704589844,-92.52455139160156,-89.33229064941406,-126.95394134521484,-116.54124450683594,-117.28231048583984,-76.56143188476562,-80.99568176269531,-81.25498962402344
jeffrey's sons are insulted by tina's supervisor.,-104.8143081665039,-97.7884750366211,-122.51519775390625,-51.954925537109375,-51.61325454711914,-48.02119064331055,-109.44303894042969,-105.32305908203125,-131.0868682861328,-49.890480041503906,-49.926239013671875,-46.97394561767578,-142.79588317871094,-132.40365600585938,-126.566650390625,-79.64041137695312,-82.11669158935547,-78.09330749511719
jeffrey's sons are smiled by tina's supervisor.,-113.97488403320312,-108.25154876708984,-124.80952453613281,-58.27679443359375,-60.888973236083984,-61.28759765625,-121.31492614746094,-114.00788879394531,-136.65872192382812,-59.482513427734375,-61.86505889892578,-62.15727996826172,-137.0439453125,-123.89874267578125,-120.94473266601562,-83.04157257080078,-82.24160766601562,-78.88679504394531
tracy isn't fired by jodi's daughter.,-99.07571411132812,-101.16242218017578,-106.67475128173828,-73.88465118408203,-70.13390350341797,-72.30203247070312,-117.91617584228516,-105.5960922241211,-115.30978393554688,-71.65309143066406,-69.60664367675781,-73.47356414794922,-90.83061218261719,-99.63590240478516,-90.83070373535156,-65.70600891113281,-71.21452331542969,-74.47958374023438
tracy isn't muttered by jodi's daughter.,-96.41112518310547,-92.80976104736328,-99.70638275146484,-80.54595947265625,-85.09451293945312,-77.18568420410156,-113.78995513916016,-100.46292114257812,-113.97611236572266,-81.2532730102539,-83.30474090576172,-82.63018035888672,-83.41015625,-95.88897705078125,-91.24961853027344,-74.81417846679688,-80.75206756591797,-82.75630950927734
eva's bosses weren't cared for by drivers.,-105.14868927001953,-102.50242614746094,-103.6226577758789,-62.37584686279297,-64.62078857421875,-55.87670135498047,-123.2889404296875,-112.58097839355469,-112.50373840332031,-67.35285186767578,-58.16136932373047,-54.19025421142578,-106.73697662353516,-102.52137756347656,-108.5899658203125,-111.87255859375,-101.03618621826172,-110.21110534667969
eva's bosses weren't interacted by drivers.,-85.11813354492188,-88.22644805908203,-87.7490463256836,-58.57305908203125,-64.48948669433594,-58.847816467285156,-98.66756439208984,-95.96344757080078,-85.92308044433594,-62.81953430175781,-60.6382942199707,-55.888946533203125,-97.85389709472656,-103.79473114013672,-103.18627166748047,-96.91848754882812,-95.04803466796875,-95.64942932128906
some guys are disgusted by angela.,-66.07061004638672,-63.6402702331543,-66.70130920410156,-55.98934555053711,-53.524375915527344,-57.95650863647461,-70.40483093261719,-75.97465515136719,-68.39180755615234,-58.606658935546875,-53.99745559692383,-60.09103012084961,-84.056640625,-85.61011505126953,-83.95494079589844,-56.321556091308594,-59.9466552734375,-57.848724365234375
some guys are corresponded by angela.,-78.27637481689453,-65.98757934570312,-72.9164047241211,-66.23896789550781,-67.0792236328125,-67.44097900390625,-83.61907958984375,-77.07294464111328,-75.10897827148438,-67.84197998046875,-69.37711334228516,-71.19918823242188,-90.10063171386719,-95.69156646728516,-92.93711853027344,-59.78197479248047,-63.396690368652344,-57.23169708251953
