sentence,en_childes_best_clm_42,en_childes_best_clm_30,en_childes_best_clm_13,en_wikipedia_best_clm_42,en_wikipedia_best_clm_30,en_wikipedia_best_clm_13,en_childes_convergence_clm_42,en_childes_convergence_clm_30,en_childes_convergence_clm_13,en_wikipedia_convergence_clm_42,en_wikipedia_convergence_clm_30,en_wikipedia_convergence_clm_13,en_childes_best_mlm_42,en_childes_best_mlm_30,en_childes_best_mlm_13,en_wikipedia_best_mlm_42,en_wikipedia_best_mlm_30,en_wikipedia_best_mlm_13
no girl attacked fewer than two waiters.,-109.27731323242188,-98.20343017578125,-96.46520233154297,-61.518856048583984,-62.22215270996094,-65.15632629394531,-111.5115966796875,-105.7076644897461,-104.04478454589844,-63.948585510253906,-62.84052276611328,-69.14574432373047,-93.51033020019531,-92.57469177246094,-100.67098236083984,-66.65442657470703,-67.59430694580078,-61.741432189941406
no girl attacked at most two waiters.,-93.137939453125,-88.31581115722656,-89.3850326538086,-65.11761474609375,-68.0223159790039,-66.57233428955078,-97.47859191894531,-92.7081298828125,-98.78463745117188,-67.21476745605469,-67.98912811279297,-68.05856323242188,-82.080810546875,-85.6863021850586,-89.82736206054688,-77.09187316894531,-75.10224914550781,-69.31583404541016
no person would bring fewer than three gates.,-98.25300598144531,-100.00802612304688,-90.87432098388672,-57.942012786865234,-58.57811737060547,-56.224918365478516,-106.04887390136719,-103.0438003540039,-94.4996337890625,-58.385128021240234,-60.04485321044922,-57.475467681884766,-88.44184112548828,-91.04488372802734,-88.8128890991211,-58.58430480957031,-55.40660858154297,-61.485164642333984
no person would bring at most three gates.,-91.04534912109375,-90.3844223022461,-88.92154693603516,-59.512821197509766,-56.0244026184082,-57.75102233886719,-104.8387451171875,-100.80256652832031,-97.60842895507812,-60.457645416259766,-57.39945983886719,-58.390865325927734,-80.3419189453125,-85.23330688476562,-78.6730728149414,-66.60160827636719,-63.88397979736328,-68.84814453125
no actor had driven to fewer than four malls.,-117.13449096679688,-121.517578125,-111.38265991210938,-71.1235122680664,-67.05048370361328,-67.71926879882812,-130.3711395263672,-129.50082397460938,-120.93801879882812,-72.10990905761719,-66.04875183105469,-67.13228607177734,-121.34336853027344,-116.58622741699219,-112.35371398925781,-70.08214569091797,-68.92826843261719,-67.71674346923828
no actor had driven to at most four malls.,-115.09011840820312,-114.60272979736328,-109.66783142089844,-72.19747924804688,-71.97200775146484,-68.53306579589844,-125.35054016113281,-116.98503875732422,-124.02977752685547,-70.47282409667969,-71.13009643554688,-68.02855682373047,-112.43226623535156,-111.21598052978516,-111.0118637084961,-89.22990417480469,-87.661865234375,-84.20292663574219
no pedestrian is observing more than seven waiters.,-109.16641998291016,-110.15061950683594,-111.89402770996094,-62.13400650024414,-60.013938903808594,-65.00123596191406,-125.52181243896484,-132.00579833984375,-127.23419189453125,-61.58070373535156,-60.05767059326172,-67.05650329589844,-116.69092559814453,-113.27722930908203,-112.76712036132812,-74.84105682373047,-69.85111236572266,-69.46076965332031
no pedestrian is observing at least seven waiters.,-105.31237030029297,-113.0757064819336,-113.2865982055664,-60.90947723388672,-60.829811096191406,-64.93659973144531,-121.94654083251953,-135.25669860839844,-128.625,-61.251808166503906,-61.397727966308594,-64.94658660888672,-120.0724105834961,-115.78984832763672,-114.58216857910156,-72.89999389648438,-69.46134185791016,-68.14987182617188
no boy could reference fewer than nine drivers.,-103.0397720336914,-106.95743560791016,-99.57545471191406,-67.20299530029297,-61.979217529296875,-61.16766357421875,-119.33805847167969,-111.5691146850586,-117.43853759765625,-70.19105529785156,-63.31932067871094,-62.46369934082031,-104.11964416503906,-111.54989624023438,-101.97904205322266,-67.99890899658203,-70.14949035644531,-68.22730255126953
no boy could reference at most nine drivers.,-97.37936401367188,-100.76517486572266,-89.52152252197266,-71.32213592529297,-61.131370544433594,-63.08098602294922,-102.55743408203125,-107.0257568359375,-106.26490783691406,-73.26876831054688,-63.612911224365234,-61.6412467956543,-103.13037872314453,-97.12116241455078,-97.49703216552734,-80.77458190917969,-82.11710357666016,-80.10725402832031
no actor has sounded like more than nine mountains.,-87.08173370361328,-92.52207946777344,-90.84632873535156,-70.83332061767578,-74.94950103759766,-73.31754302978516,-92.96810150146484,-100.94747924804688,-102.94194030761719,-69.75125122070312,-73.35063934326172,-77.10485076904297,-85.85814666748047,-85.01451873779297,-80.86653137207031,-69.68758392333984,-66.3846206665039,-77.24916076660156
