sentence,en_childes_best_clm_42,en_childes_best_clm_30,en_childes_best_clm_13,en_wikipedia_best_clm_42,en_wikipedia_best_clm_30,en_wikipedia_best_clm_13,en_childes_convergence_clm_42,en_childes_convergence_clm_30,en_childes_convergence_clm_13,en_wikipedia_convergence_clm_42,en_wikipedia_convergence_clm_30,en_wikipedia_convergence_clm_13,en_childes_best_mlm_42,en_childes_best_mlm_30,en_childes_best_mlm_13,en_wikipedia_best_mlm_42,en_wikipedia_best_mlm_30,en_wikipedia_best_mlm_13
even suzanne has really joked around.,-78.22560119628906,-77.7237548828125,-74.65928649902344,-57.7262077331543,-53.944881439208984,-65.21700286865234,-86.20523834228516,-86.40249633789062,-81.2676773071289,-56.67100524902344,-58.44975662231445,-63.75537109375,-84.06565856933594,-84.94796752929688,-79.56767272949219,-79.35621643066406,-78.20123291015625,-84.85025024414062
even suzanne has ever joked around.,-79.6069564819336,-81.43914794921875,-79.25401306152344,-57.4442138671875,-49.51359176635742,-60.6522102355957,-90.79380798339844,-98.4773941040039,-84.09390258789062,-56.60712432861328,-54.26968765258789,-58.53062057495117,-82.68290710449219,-81.70359802246094,-76.84825134277344,-73.94425964355469,-71.70693969726562,-79.23619079589844
even many teenagers clearly boycott those legislatures.,-137.01600646972656,-149.8739013671875,-137.4600067138672,-61.89136505126953,-56.147926330566406,-58.955875396728516,-159.80667114257812,-178.2629852294922,-165.71742248535156,-64.49845123291016,-58.217140197753906,-56.96849822998047,-161.3461456298828,-156.25039672851562,-164.00787353515625,-96.24209594726562,-100.46900177001953,-102.17007446289062
even many teenagers ever boycott those legislatures.,-132.32460021972656,-142.44869995117188,-136.8665313720703,-61.014556884765625,-57.6594123840332,-54.15547180175781,-158.2937469482422,-163.28683471679688,-163.41131591796875,-60.995399475097656,-59.17281723022461,-52.02706527709961,-153.41387939453125,-152.82249450683594,-155.74575805664062,-97.65315246582031,-100.00460815429688,-102.3816909790039
even every cashier had clearly found out who hasn't sung.,-90.83965301513672,-97.2373046875,-94.45382690429688,-90.3479995727539,-91.48992919921875,-98.16348266601562,-98.72129821777344,-96.96476745605469,-96.49979400634766,-100.1241455078125,-94.87696838378906,-99.16875457763672,-98.74629211425781,-91.7494888305664,-98.11839294433594,-93.73002624511719,-97.63269805908203,-97.46749114990234
even every cashier had ever found out who hasn't sung.,-85.03553009033203,-89.2115707397461,-90.76968383789062,-82.189697265625,-83.76659393310547,-91.55792999267578,-90.48133850097656,-90.41384887695312,-89.80054473876953,-90.94234466552734,-85.93708801269531,-92.76372528076172,-88.68006896972656,-84.13567352294922,-89.63106536865234,-82.02838134765625,-89.62930297851562,-88.46251678466797
even mark might often irritate the pedestrians.,-94.19851684570312,-101.14227294921875,-95.08061981201172,-54.3886604309082,-53.119651794433594,-55.368980407714844,-99.07593536376953,-113.84988403320312,-99.51129150390625,-50.12854766845703,-50.08462142944336,-57.06325912475586,-115.19122314453125,-103.60936737060547,-108.12699890136719,-84.65447998046875,-87.69659423828125,-88.05630493164062
even mark might ever irritate the pedestrians.,-89.36923217773438,-94.07843780517578,-90.16828918457031,-55.530364990234375,-54.82196807861328,-60.784278869628906,-97.82691192626953,-106.32228088378906,-93.94596099853516,-51.01482391357422,-54.69642639160156,-62.41172790527344,-111.81649780273438,-104.35880279541016,-108.4365463256836,-89.0339584350586,-88.51008605957031,-91.06169128417969
even tara had really baked.,-64.24539947509766,-69.0796127319336,-69.98518371582031,-51.05171585083008,-57.60293197631836,-64.72875213623047,-74.42537689208984,-72.23565673828125,-72.36613464355469,-53.13209533691406,-59.83488082885742,-62.717628479003906,-60.95762252807617,-59.2990608215332,-66.14613342285156,-62.47813034057617,-63.79368591308594,-70.1729507446289
even tara had ever baked.,-65.2445297241211,-71.32974243164062,-73.20375061035156,-49.40406799316406,-55.74220657348633,-59.57975769042969,-74.19474792480469,-72.17355346679688,-74.67274475097656,-51.97373580932617,-57.9781608581543,-57.28900909423828,-64.07290649414062,-63.40165328979492,-66.46336364746094,-60.39580154418945,-59.11724853515625,-62.51628112792969
even these trucks have often slowed.,-73.17807006835938,-66.53789520263672,-71.70886993408203,-57.4428825378418,-56.895362854003906,-50.67434310913086,-75.41870880126953,-68.63567352294922,-79.30955505371094,-54.188480377197266,-60.254005432128906,-51.789024353027344,-73.29119110107422,-65.84234619140625,-61.467437744140625,-59.005130767822266,-58.10697555541992,-53.16381072998047
even these trucks have ever slowed.,-69.75724029541016,-66.47399139404297,-70.90553283691406,-59.34103012084961,-56.526153564453125,-51.206382751464844,-72.46894836425781,-71.36972045898438,-76.4000244140625,-55.40228271484375,-60.174713134765625,-51.76594161987305,-70.17488098144531,-65.38475036621094,-60.979026794433594,-51.2491455078125,-52.665016174316406,-49.23678207397461
even deanna did also require rodney to disappear.,-111.49053192138672,-108.1374282836914,-113.44976043701172,-80.73509979248047,-71.36168670654297,-71.49014282226562,-122.57018280029297,-128.65977478027344,-127.73147583007812,-83.15739440917969,-71.14714050292969,-71.80790710449219,-118.71417236328125,-107.4164810180664,-106.3185043334961,-91.94816589355469,-90.19290161132812,-93.10899353027344
