sentence,en_childes_best_clm_42,en_childes_best_clm_30,en_childes_best_clm_13,en_wikipedia_best_clm_42,en_wikipedia_best_clm_30,en_wikipedia_best_clm_13,en_childes_convergence_clm_42,en_childes_convergence_clm_30,en_childes_convergence_clm_13,en_wikipedia_convergence_clm_42,en_wikipedia_convergence_clm_30,en_wikipedia_convergence_clm_13,en_childes_best_mlm_42,en_childes_best_mlm_30,en_childes_best_mlm_13,en_wikipedia_best_mlm_42,en_wikipedia_best_mlm_30,en_wikipedia_best_mlm_13
some waiters broke this lost foot.,-79.03724670410156,-85.94149780273438,-74.4516830444336,-61.576786041259766,-64.84033203125,-65.76892852783203,-89.30213928222656,-90.56108856201172,-76.87953186035156,-64.51055908203125,-68.70904541015625,-66.07832336425781,-76.43214416503906,-76.13218688964844,-75.14399719238281,-69.17632293701172,-65.40898132324219,-68.82887268066406
some waiters broke this lost feet.,-82.55567932128906,-86.684326171875,-76.97274780273438,-72.17668151855469,-69.66488647460938,-71.63582611083984,-92.90046691894531,-92.01994323730469,-77.3382568359375,-73.98318481445312,-74.61150360107422,-73.08212280273438,-79.07510375976562,-79.14271545410156,-76.88713073730469,-74.34937286376953,-64.89530181884766,-70.92459106445312
the company talks about those big women.,-65.84346771240234,-63.07166290283203,-68.57312774658203,-69.454345703125,-64.13549041748047,-65.49749755859375,-73.57919311523438,-69.7714614868164,-69.7402114868164,-72.46174621582031,-63.44614028930664,-65.53931427001953,-55.95732116699219,-52.239200592041016,-53.12222671508789,-60.183441162109375,-62.40007019042969,-62.52405548095703
the company talks about those big woman.,-72.08786010742188,-70.33554077148438,-71.27182006835938,-71.34858703613281,-66.00399780273438,-67.8205795288086,-80.15512084960938,-80.090087890625,-75.46631622314453,-73.00738525390625,-65.20565795898438,-68.27660369873047,-64.64015197753906,-60.02682113647461,-64.7511215209961,-56.849449157714844,-63.39433288574219,-60.484771728515625
this blouse astounds this lost woman.,-97.59318542480469,-100.132080078125,-95.2138442993164,-86.65872192382812,-74.27886962890625,-81.1623306274414,-109.37789154052734,-115.50147247314453,-112.4764175415039,-89.49840545654297,-76.6705322265625,-81.38088989257812,-77.88402557373047,-75.85598754882812,-80.04232788085938,-78.72268676757812,-82.7904281616211,-86.32559967041016
this blouse astounds this lost women.,-95.12550354003906,-102.31459045410156,-92.31395721435547,-90.03739929199219,-78.9952392578125,-82.23287963867188,-103.72212982177734,-116.70072174072266,-107.32286071777344,-95.10734558105469,-81.26631164550781,-82.63286590576172,-84.50143432617188,-81.17658996582031,-88.13135528564453,-83.15432739257812,-83.697265625,-91.63853454589844
david wasn't kissing these standing children.,-74.0386734008789,-81.76551818847656,-73.0699462890625,-75.0685043334961,-66.87258911132812,-73.14878845214844,-84.79370880126953,-94.77560424804688,-88.09774780273438,-75.07511901855469,-67.94092559814453,-77.16084289550781,-71.16629028320312,-68.09675598144531,-71.7354736328125,-69.55559539794922,-70.13855743408203,-71.49323272705078
david wasn't kissing these standing child.,-77.10442352294922,-80.06209564208984,-77.23371887207031,-76.39643859863281,-68.76351165771484,-69.86516571044922,-87.68367004394531,-94.89128112792969,-93.05835723876953,-75.82674407958984,-70.5287857055664,-73.38496398925781,-73.94943237304688,-74.56318664550781,-76.01292419433594,-67.9381103515625,-69.96805572509766,-74.03024291992188
this person shouldn't criticize this upset child.,-82.48472595214844,-87.99575805664062,-91.46697998046875,-78.93840789794922,-81.95611572265625,-82.61077880859375,-90.59107208251953,-95.34043884277344,-105.31612396240234,-80.06512451171875,-84.20584869384766,-86.50167846679688,-83.43309020996094,-84.22520446777344,-81.1781234741211,-58.28083419799805,-56.5896110534668,-59.75603485107422
this person shouldn't criticize this upset children.,-85.37811279296875,-86.7608413696289,-91.62065124511719,-81.73575592041016,-82.80023193359375,-84.49815368652344,-96.07503509521484,-96.08283996582031,-104.59154510498047,-83.94586944580078,-83.9748306274414,-86.47257995605469,-84.5108642578125,-84.4776611328125,-86.13127136230469,-62.14112091064453,-59.59267044067383,-59.85921859741211
