sentence,en_childes_best_clm_42,en_childes_best_clm_30,en_childes_best_clm_13,en_wikipedia_best_clm_42,en_wikipedia_best_clm_30,en_wikipedia_best_clm_13,en_childes_convergence_clm_42,en_childes_convergence_clm_30,en_childes_convergence_clm_13,en_wikipedia_convergence_clm_42,en_wikipedia_convergence_clm_30,en_wikipedia_convergence_clm_13,en_childes_best_mlm_42,en_childes_best_mlm_30,en_childes_best_mlm_13,en_wikipedia_best_mlm_42,en_wikipedia_best_mlm_30,en_wikipedia_best_mlm_13
all boys boast about that child.,-65.7016830444336,-70.09131622314453,-72.08479309082031,-60.737220764160156,-70.68580627441406,-65.93145751953125,-77.23334503173828,-77.99018096923828,-80.73934173583984,-61.24740219116211,-70.62605285644531,-67.27473449707031,-76.44804382324219,-73.66817474365234,-82.51140594482422,-55.7181510925293,-59.4122314453125,-62.170108795166016
all boys boast about those child.,-68.2810287475586,-74.23709106445312,-77.2051773071289,-64.96453094482422,-73.61875915527344,-68.2174301147461,-76.00884246826172,-82.8382797241211,-86.3933334350586,-67.00796508789062,-70.93658447265625,-68.7832260131836,-81.15774536132812,-80.38738250732422,-86.73106384277344,-56.29462432861328,-61.27052307128906,-60.569671630859375
candice has taken that axis.,-78.5361557006836,-82.44293212890625,-86.59573364257812,-58.06910705566406,-58.88407897949219,-56.39778137207031,-91.15339660644531,-94.50474548339844,-88.63096618652344,-59.86484146118164,-62.08284378051758,-62.75368118286133,-83.82427978515625,-79.56648254394531,-80.95030212402344,-54.375732421875,-62.41852569580078,-61.212379455566406
candice has taken those axis.,-79.73873901367188,-83.24661254882812,-89.41986846923828,-64.13732147216797,-65.63068389892578,-63.50874328613281,-94.50067901611328,-95.02223205566406,-93.72048950195312,-68.97613525390625,-67.73106384277344,-66.33829498291016,-84.56649017333984,-79.79216003417969,-82.63697052001953,-58.64564514160156,-60.960472106933594,-64.68802642822266
those ladies walk through those oases.,-73.23326110839844,-72.18925476074219,-70.97840118408203,-64.75302124023438,-64.44638061523438,-60.577449798583984,-88.31427001953125,-74.41771697998047,-78.5802993774414,-63.234004974365234,-61.51050567626953,-57.12874221801758,-63.85015869140625,-58.2945671081543,-61.61968994140625,-67.31700134277344,-65.18789672851562,-64.73350524902344
those ladies walk through that oases.,-72.6142349243164,-73.9991226196289,-71.80089569091797,-65.4510498046875,-67.40958404541016,-64.2418441772461,-83.45173645019531,-74.46237182617188,-76.52454376220703,-63.6953010559082,-66.8311767578125,-63.275611877441406,-69.53840637207031,-66.77902221679688,-68.64453125,-67.82835388183594,-61.2579345703125,-65.78301239013672
the legislatures praise this woman.,-100.08174133300781,-105.1396255493164,-97.00086975097656,-55.778167724609375,-59.127384185791016,-56.143836975097656,-111.3687973022461,-111.65766143798828,-105.75508880615234,-57.787193298339844,-61.21271896362305,-59.17863845825195,-101.04216766357422,-98.75761413574219,-100.93724060058594,-48.994415283203125,-51.633934020996094,-52.883766174316406
the legislatures praise these woman.,-105.75373840332031,-111.82547760009766,-103.85418701171875,-61.16415786743164,-64.7917709350586,-60.240455627441406,-115.0244369506836,-120.69493103027344,-112.17766571044922,-62.869346618652344,-67.10443115234375,-61.86330795288086,-109.05506134033203,-103.02823638916016,-110.21907806396484,-52.50875473022461,-55.12860107421875,-54.203163146972656
many icicles do bore that child.,-74.70359802246094,-80.85725402832031,-75.94625854492188,-75.7042236328125,-82.28607940673828,-80.75296020507812,-85.9615707397461,-95.40731811523438,-86.23358154296875,-79.05773162841797,-89.39710998535156,-80.94114685058594,-92.27674102783203,-93.71551513671875,-90.4114990234375,-63.193599700927734,-63.20066833496094,-67.30165100097656
many icicles do bore those child.,-79.11593627929688,-85.74553680419922,-79.35971069335938,-79.1670150756836,-83.09042358398438,-80.38133239746094,-87.74642944335938,-102.93321228027344,-92.47062683105469,-84.88180541992188,-84.61563873291016,-81.71658325195312,-94.91793823242188,-96.41889953613281,-94.73141479492188,-68.60759735107422,-67.39307403564453,-71.52713012695312
actors see this tooth.,-61.928565979003906,-61.624576568603516,-65.30852508544922,-42.80012512207031,-47.293182373046875,-42.910240173339844,-71.12006378173828,-72.35842895507812,-76.76769256591797,-45.03556823730469,-56.103111267089844,-43.32426452636719,-68.13794708251953,-69.40033721923828,-66.28131103515625,-50.578712463378906,-52.897682189941406,-48.758209228515625
actors see these tooth.,-62.73285675048828,-62.41255187988281,-63.168819427490234,-44.286216735839844,-46.5090446472168,-44.660728454589844,-72.52855682373047,-70.8467788696289,-74.48155212402344,-46.04180145263672,-52.65843963623047,-45.5523796081543,-69.66220092773438,-68.82650756835938,-66.3514404296875,-50.29584503173828,-52.48683166503906,-50.326847076416016
diane lifts these oxen.,-69.96730041503906,-66.2049789428711,-75.81898498535156,-57.444549560546875,-49.921104431152344,-53.71788024902344,-83.47911071777344,-72.79197692871094,-85.39007568359375,-55.03064727783203,-48.672813415527344,-54.02678298950195,-89.34325408935547,-85.74085998535156,-77.41986846923828,-69.09923553466797,-69.26265716552734,-68.63131713867188
