sentence,en_childes_best_clm_42,en_childes_best_clm_30,en_childes_best_clm_13,en_wikipedia_best_clm_42,en_wikipedia_best_clm_30,en_wikipedia_best_clm_13,en_childes_convergence_clm_42,en_childes_convergence_clm_30,en_childes_convergence_clm_13,en_wikipedia_convergence_clm_42,en_wikipedia_convergence_clm_30,en_wikipedia_convergence_clm_13,en_childes_best_mlm_42,en_childes_best_mlm_30,en_childes_best_mlm_13,en_wikipedia_best_mlm_42,en_wikipedia_best_mlm_30,en_wikipedia_best_mlm_13
all convertibles weren't there existing.,-75.00202941894531,-74.1664047241211,-81.56954193115234,-62.3745002746582,-66.30950927734375,-63.942237854003906,-93.27945709228516,-90.48596954345703,-84.13543701171875,-64.88304138183594,-67.5868911743164,-60.640159606933594,-98.82974243164062,-88.98921966552734,-97.3589096069336,-91.29483032226562,-90.0400390625,-91.56400299072266
there weren't all convertibles existing.,-73.57262420654297,-76.17666625976562,-72.56536865234375,-52.024871826171875,-52.40709686279297,-54.856807708740234,-94.2254638671875,-90.70125579833984,-82.38601684570312,-50.5405387878418,-52.091522216796875,-51.055877685546875,-92.43569946289062,-87.928955078125,-95.02534484863281,-90.59790802001953,-84.16705322265625,-81.71053314208984
every fish was there astounding sally.,-77.83860778808594,-69.08890533447266,-79.55699157714844,-59.75431442260742,-63.32463455200195,-62.382225036621094,-75.63456726074219,-73.54132080078125,-85.49486541748047,-61.205745697021484,-66.43560791015625,-63.099571228027344,-92.32904815673828,-86.92584991455078,-85.890380859375,-79.64126586914062,-79.59126281738281,-77.67654418945312
there was every fish astounding sally.,-83.86820983886719,-76.19482421875,-87.97643280029297,-60.93461990356445,-60.25143051147461,-68.9972915649414,-79.81771850585938,-81.08861541748047,-91.54360961914062,-63.0268669128418,-62.151123046875,-72.9068603515625,-84.41178894042969,-78.5719985961914,-80.92338562011719,-71.94527435302734,-69.41522216796875,-72.0998764038086
all sisters of roger weren't there going to this school.,-93.7310791015625,-101.0597152709961,-94.69766998291016,-87.2096176147461,-85.91790008544922,-86.02741241455078,-101.77059936523438,-113.87852478027344,-110.26342010498047,-91.25761413574219,-87.97212219238281,-85.01689910888672,-86.9285888671875,-84.25164794921875,-83.33969116210938,-100.8336181640625,-102.690185546875,-97.87371826171875
there weren't all sisters of roger going to this school.,-92.77597045898438,-104.92869567871094,-94.06643676757812,-75.8745346069336,-74.80947875976562,-80.30537414550781,-102.77698516845703,-119.73077392578125,-104.46794128417969,-80.16513061523438,-75.44696807861328,-77.94103240966797,-83.26628875732422,-81.79733276367188,-80.87847900390625,-97.21292877197266,-98.88462829589844,-94.40796661376953
every documentary is there annoying anna.,-112.35105895996094,-105.80419158935547,-107.06246185302734,-59.96479034423828,-54.06631851196289,-60.344078063964844,-120.95968627929688,-116.65945434570312,-118.05593872070312,-60.25663757324219,-56.469444274902344,-59.85009002685547,-109.58879852294922,-104.75485229492188,-110.4672622680664,-76.50749969482422,-69.84818267822266,-73.2517318725586
there is every documentary annoying anna.,-110.62030792236328,-105.8138656616211,-113.52110290527344,-56.1249885559082,-58.468589782714844,-54.81060791015625,-116.6517562866211,-115.46671295166016,-110.75126647949219,-54.895774841308594,-62.41129684448242,-53.906333923339844,-111.34022521972656,-107.29158782958984,-117.02690887451172,-63.5707893371582,-57.1973876953125,-58.938446044921875
each government was there hurting rhonda.,-91.99102020263672,-104.99005889892578,-103.01361083984375,-65.26901245117188,-70.76349639892578,-64.51451873779297,-101.70292663574219,-115.23416137695312,-105.37196350097656,-69.2509765625,-70.43742370605469,-63.39935302734375,-113.45642852783203,-110.50730895996094,-115.31208038330078,-76.26402282714844,-86.01213073730469,-78.47743225097656
there was each government hurting rhonda.,-112.26538848876953,-110.57872772216797,-115.70230865478516,-62.159149169921875,-64.951171875,-63.47551727294922,-123.62467956542969,-120.89197540283203,-120.5037612915039,-63.44707107543945,-66.39198303222656,-59.84770202636719,-103.26309967041016,-103.6240234375,-110.77891540527344,-70.19668579101562,-78.37982940673828,-71.9926986694336
