sentence,en_childes_best_clm_42,en_childes_best_clm_30,en_childes_best_clm_13,en_wikipedia_best_clm_42,en_wikipedia_best_clm_30,en_wikipedia_best_clm_13,en_childes_convergence_clm_42,en_childes_convergence_clm_30,en_childes_convergence_clm_13,en_wikipedia_convergence_clm_42,en_wikipedia_convergence_clm_30,en_wikipedia_convergence_clm_13,en_childes_best_mlm_42,en_childes_best_mlm_30,en_childes_best_mlm_13,en_wikipedia_best_mlm_42,en_wikipedia_best_mlm_30,en_wikipedia_best_mlm_13
those radii have scared that teenager.,-79.55377197265625,-80.34262084960938,-83.47237396240234,-51.98760986328125,-56.709110260009766,-62.08088684082031,-91.72640991210938,-86.3992691040039,-96.0556869506836,-52.53160858154297,-60.10430145263672,-66.66654968261719,-94.2809066772461,-95.92192077636719,-99.00276184082031,-72.86019897460938,-71.04550170898438,-75.42408752441406
those radii has scared that teenager.,-80.3309326171875,-79.81673431396484,-83.89435577392578,-54.88002014160156,-61.80418014526367,-65.8497543334961,-92.88470458984375,-84.75291442871094,-96.31165313720703,-55.9233283996582,-64.54827880859375,-69.34474182128906,-97.15402221679688,-100.53788757324219,-103.01097869873047,-74.80731201171875,-73.68409729003906,-80.37559509277344
this goose isn't bothering edward.,-63.5774040222168,-62.05896759033203,-66.25448608398438,-73.0047607421875,-73.39675903320312,-72.1431884765625,-70.21658325195312,-63.39947509765625,-72.67359924316406,-71.16405487060547,-71.46957397460938,-70.74430847167969,-62.12199020385742,-65.34674835205078,-60.450599670410156,-65.69862365722656,-67.19397735595703,-69.75861358642578
this goose weren't bothering edward.,-70.97274780273438,-70.735595703125,-71.30882263183594,-64.8181381225586,-63.88368606567383,-62.782569885253906,-80.98251342773438,-74.79014587402344,-81.04740905761719,-65.62865447998047,-63.82561111450195,-59.42826843261719,-73.80850219726562,-72.04025268554688,-69.55680847167969,-94.9857406616211,-96.75405883789062,-100.0895004272461
the axes haven't stunned that teenager.,-87.95024108886719,-96.32406616210938,-101.82867431640625,-59.20697021484375,-56.36220169067383,-55.0714111328125,-94.15467834472656,-113.36702728271484,-118.18721008300781,-54.83578109741211,-52.745479583740234,-59.31536102294922,-99.20732879638672,-107.4879150390625,-109.40028381347656,-96.42227172851562,-92.68247985839844,-94.25959014892578
the axes hasn't stunned that teenager.,-93.504638671875,-100.6939926147461,-104.43096160888672,-63.701324462890625,-61.599674224853516,-62.920875549316406,-100.63578796386719,-115.95716857910156,-116.34342956542969,-63.948341369628906,-59.36308288574219,-70.3765869140625,-103.09347534179688,-111.41111755371094,-115.46710205078125,-80.44856262207031,-76.43428802490234,-75.64238739013672
the radius is boring carla.,-77.04251861572266,-85.6546401977539,-88.69808959960938,-60.22454071044922,-65.85530853271484,-60.561134338378906,-88.55472564697266,-98.04916381835938,-96.73638916015625,-59.78102111816406,-70.2208480834961,-64.59489440917969,-81.31742858886719,-81.54034423828125,-90.29808044433594,-59.73417282104492,-52.98188018798828,-56.893043518066406
the radius were boring carla.,-79.65571594238281,-87.15159606933594,-95.10126495361328,-64.362548828125,-70.28221130371094,-69.34614562988281,-93.30416870117188,-99.19491577148438,-98.6495590209961,-66.11153411865234,-73.84978485107422,-75.185546875,-85.39632415771484,-84.97908020019531,-90.59403228759766,-65.35527801513672,-61.762176513671875,-61.27546691894531
all hypotheses have hurt beth.,-74.28378295898438,-74.54566955566406,-73.11054229736328,-53.19620132446289,-49.24301528930664,-49.6627311706543,-75.59626007080078,-76.16493225097656,-69.4864730834961,-54.12456130981445,-55.3800048828125,-50.72559356689453,-84.6225814819336,-93.22749328613281,-87.44367980957031,-58.28424072265625,-59.2362174987793,-51.70718765258789
all hypotheses has hurt beth.,-77.60187530517578,-77.40166473388672,-76.79253387451172,-59.715049743652344,-55.78242111206055,-55.376564025878906,-75.74690246582031,-78.33393096923828,-74.737548828125,-61.46598815917969,-62.35380172729492,-56.6038932800293,-84.34554290771484,-96.47665405273438,-94.26669311523438,-63.7527961730957,-65.82938385009766,-59.0016975402832
that woman isn't irritating dennis.,-70.93484497070312,-75.74012756347656,-83.2193603515625,-54.998268127441406,-54.509422302246094,-52.67252731323242,-72.26618194580078,-86.98226165771484,-95.84174346923828,-62.30073547363281,-54.44073486328125,-53.93718719482422,-78.3550033569336,-83.61268615722656,-75.1296157836914,-61.577545166015625,-58.51681137084961,-59.59248352050781
that woman weren't irritating dennis.,-72.4133071899414,-79.03730773925781,-87.36500549316406,-46.710540771484375,-44.49213409423828,-43.442623138427734,-76.47952270507812,-88.8292465209961,-98.80787658691406,-54.385257720947266,-45.401390075683594,-38.29700469970703,-81.83270263671875,-87.7220687866211,-84.85630798339844,-91.47366333007812,-88.95735931396484,-86.48113250732422
an alumnus doubts every sweater flattens.,-92.9269790649414,-99.94630432128906,-102.47647094726562,-78.05543518066406,-73.13037109375,-74.58738708496094,-108.38948822021484,-118.22166442871094,-103.59111022949219,-78.18095397949219,-75.18834686279297,-75.27140808105469,-114.07494354248047,-113.62535858154297,-117.74522399902344,-101.72538757324219,-92.85938262939453,-101.55406188964844
an alumnus doubt every sweater flattens.,-92.22789764404297,-94.73085021972656,-97.90057373046875,-80.17680358886719,-79.14299774169922,-71.68769836425781,-103.37307739257812,-103.05101013183594,-103.12919616699219,-80.11474609375,-79.79432678222656,-74.12333679199219,-100.34298706054688,-90.04281616210938,-99.0118408203125,-104.18406677246094,-96.17204284667969,-107.19833374023438
the people weren't boycotting those mountains.,-79.49334716796875,-87.24485778808594,-83.63720703125,-49.253517150878906,-53.339744567871094,-55.12228775024414,-92.5577163696289,-103.55960083007812,-92.09125518798828,-48.77943420410156,-56.16679763793945,-48.40205764770508,-78.134521484375,-75.6444320678711,-79.03095245361328,-88.81898498535156,-83.54153442382812,-89.42415618896484
