sentence,en_childes_best_clm_42,en_childes_best_clm_30,en_childes_best_clm_13,en_wikipedia_best_clm_42,en_wikipedia_best_clm_30,en_wikipedia_best_clm_13,en_childes_convergence_clm_42,en_childes_convergence_clm_30,en_childes_convergence_clm_13,en_wikipedia_convergence_clm_42,en_wikipedia_convergence_clm_30,en_wikipedia_convergence_clm_13,en_childes_best_mlm_42,en_childes_best_mlm_30,en_childes_best_mlm_13,en_wikipedia_best_mlm_42,en_wikipedia_best_mlm_30,en_wikipedia_best_mlm_13
raymond is selling this sketch.,-71.58258056640625,-76.99806213378906,-72.92150115966797,-36.9567756652832,-42.990352630615234,-37.47221755981445,-76.15654754638672,-84.6293716430664,-72.49931335449219,-37.74342346191406,-43.156578063964844,-35.64191436767578,-81.05415344238281,-68.7938461303711,-70.70919799804688,-58.390384674072266,-58.464271545410156,-65.92153930664062
raymond is selling this sketches.,-77.83409881591797,-75.49142456054688,-78.17398834228516,-41.12809753417969,-47.79069900512695,-40.25398254394531,-76.22242736816406,-83.66342163085938,-86.1943359375,-43.535133361816406,-45.72166442871094,-39.03962707519531,-83.67015075683594,-74.68310546875,-73.891845703125,-71.7381591796875,-67.66446685791016,-71.38462829589844
craig explored that grocery store.,-60.9649543762207,-65.0772705078125,-64.74136352539062,-57.844608306884766,-60.221580505371094,-62.54368591308594,-71.13801574707031,-68.58480072021484,-70.93228149414062,-56.124786376953125,-57.00345230102539,-63.58394241333008,-64.65745544433594,-61.63565444946289,-60.45228958129883,-80.38800048828125,-77.54340362548828,-79.78055572509766
craig explored that grocery stores.,-62.39310836791992,-69.35307312011719,-69.275146484375,-57.546939849853516,-64.44760131835938,-66.93087768554688,-74.50917053222656,-71.65311431884766,-74.60549926757812,-57.504329681396484,-61.38235855102539,-68.30863952636719,-70.47065734863281,-73.90740966796875,-72.27925109863281,-83.33455657958984,-79.13650512695312,-78.69561767578125
eva has scared these children.,-63.02691650390625,-66.57039642333984,-70.60736083984375,-58.590431213378906,-60.337806701660156,-55.515838623046875,-73.69725799560547,-73.63475799560547,-76.0208511352539,-59.268619537353516,-61.69480895996094,-57.545372009277344,-72.65877532958984,-62.49187469482422,-68.52220153808594,-63.582130432128906,-50.842506408691406,-59.18467712402344
eva has scared these child.,-65.47987365722656,-72.26821899414062,-75.96500396728516,-58.47492980957031,-59.9627685546875,-60.150421142578125,-72.85978698730469,-79.6537857055664,-79.45021057128906,-57.3460807800293,-61.07295227050781,-60.890663146972656,-76.00548553466797,-74.43984985351562,-76.62357330322266,-63.29985046386719,-54.792236328125,-63.65915298461914
marcus would conceal that pamphlet.,-88.36109161376953,-89.91755676269531,-99.57530212402344,-30.57044219970703,-36.207359313964844,-31.946014404296875,-94.81582641601562,-91.11144256591797,-102.20857238769531,-23.953903198242188,-34.1256103515625,-30.654861450195312,-118.78764343261719,-107.72399139404297,-104.99886322021484,-74.79844665527344,-69.028564453125,-73.31178283691406
marcus would conceal that pamphlets.,-82.11736297607422,-88.29203796386719,-99.58808898925781,-33.844825744628906,-37.815818786621094,-34.002960205078125,-91.84290313720703,-88.02973175048828,-104.17046356201172,-28.867809295654297,-35.113548278808594,-35.616825103759766,-111.29640197753906,-104.62543487548828,-104.52381134033203,-79.09426879882812,-69.07418060302734,-73.63448333740234
carmen hadn't shocked these customers.,-69.1229248046875,-76.36295318603516,-66.4020767211914,-63.652435302734375,-67.65452575683594,-61.9773063659668,-78.56257629394531,-78.86376953125,-66.93687438964844,-65.86951446533203,-70.2872314453125,-63.24610900878906,-83.08002471923828,-70.8442153930664,-75.58686065673828,-66.58171081542969,-65.35429382324219,-60.72004699707031
carmen hadn't shocked these customer.,-72.50153350830078,-80.57154846191406,-71.12256622314453,-67.44697570800781,-69.05870056152344,-64.1177978515625,-83.04496765136719,-86.09547424316406,-73.99589538574219,-69.04959106445312,-71.85737609863281,-65.63028717041016,-85.82205963134766,-75.74397277832031,-80.45234680175781,-68.15242767333984,-67.93248748779297,-62.40864944458008
