minimal_pair,paradigm,delta_score_42_childes,delta_score_13_childes,delta_score_30_childes,delta_score_42_wiki,delta_score_13_wiki,delta_score_30_wiki,delta_avg_childes,delta_avg_wiki
"le visiteur poursuit une nouvelle mission et grandit très rapidement, les visiteurs poursuivent une nouvelle mission et grandit très rapidement",long_vp_coord,0.4347381591796857,-0.36048030853271307,0.6017122268676758,1.5553789138793945,1.3414382934570312,2.0258588790893555,0.22532335917154947,1.6408920288085938
"les visiteurs poursuivent une nouvelle mission et grandissent très rapidement, le visiteur poursuit une nouvelle mission et grandissent très rapidement",long_vp_coord,1.5647659301757812,1.541245460510254,0.4004983901977539,5.654634475708008,2.938809871673584,3.097395896911621,1.1688365936279297,3.896946748097738
"le visiteur poursuit une nouvelle mission et apprend une nouvelle histoire, les visiteurs poursuivent une nouvelle mission et apprend une nouvelle histoire",long_vp_coord,-0.0474357604980451,-0.4914894104003924,0.3667621612548828,2.7609148025512678,4.0464296340942365,4.46061372756958,-0.0573876698811849,3.7559860547383614
"les visiteurs poursuivent une nouvelle mission et apprennent une nouvelle histoire, le visiteur poursuit une nouvelle mission et apprennent une nouvelle histoire",long_vp_coord,1.8740587234497053,0.9244194030761719,1.0027904510498047,5.04073905944824,3.9105377197265607,2.1845712661743164,1.2670895258585606,3.7119493484497057
"le visiteur poursuit une nouvelle mission et descend les escaliers de la maison, les visiteurs poursuivent une nouvelle mission et descend les escaliers de la maison",long_vp_coord,0.4464225769042969,-0.5913400650024414,0.3850545883178693,-1.730360984802246,-0.45452213287353516,-0.24067306518554865,0.08004570007324159,-0.8085187276204433
"les visiteurs poursuivent une nouvelle mission et descendent les escaliers de la maison, le visiteur poursuit une nouvelle mission et descendent les escaliers de la maison",long_vp_coord,0.9177045822143572,1.0712924003601074,0.5246701240539551,10.121045112609863,8.03594160079956,6.597097396850586,0.8378890355428066,8.25136137008667
"le visiteur poursuit une nouvelle mission et attend le repas chaud, les visiteurs poursuivent une nouvelle mission et attend le repas chaud",long_vp_coord,0.5766410827636719,-0.6206274032592773,0.8418874740600586,-0.2124519348144549,0.4134254455566406,1.2677288055419922,0.26596705118815106,0.48956743876139264
"les visiteurs poursuivent une nouvelle mission et attendent le repas chaud, le visiteur poursuit une nouvelle mission et attendent le repas chaud",long_vp_coord,2.6216392517089844,1.780062198638916,0.9495782852172869,8.276537895202638,6.468209266662596,4.84629487991333,1.7837599118550624,6.5303473472595215
"le visiteur poursuit une nouvelle mission et arrive au lieu de rendez-vous, les visiteurs poursuivent une nouvelle mission et arrive au lieu de rendez-vous",long_vp_coord,1.0158233642578125,-0.6105499267578125,0.6558666229248065,1.221639633178711,1.7709903717041016,2.301421642303467,0.3537133534749355,1.7646838823954265
"les visiteurs poursuivent une nouvelle mission et arrivent au lieu de rendez-vous, le visiteur poursuit une nouvelle mission et arrivent au lieu de rendez-vous",long_vp_coord,0.6768779754638672,1.2675724029541016,0.5518407821655273,4.584184169769287,2.897648334503174,4.660589694976805,0.832097053527832,4.047474066416422
"le visiteur poursuit une nouvelle mission et met la nappe sur la table, les visiteurs poursuivent une nouvelle mission et met la nappe sur la table",long_vp_coord,0.2885704040527344,-0.06701946258544922,-0.31231689453125,1.9419770240783691,2.965641975402832,2.5036888122558594,-0.03025531768798828,2.470435937245687
"les visiteurs poursuivent une nouvelle mission et mettent la nappe sur la table, le visiteur poursuit une nouvelle mission et mettent la nappe sur la table",long_vp_coord,1.0028429031372088,1.3375463485717756,1.5091972351074219,3.9684681892395037,2.5889296531677246,4.553109169006348,1.2831954956054688,3.703502337137859
"le visiteur grandit très rapidement et apprend une nouvelle histoire, les visiteurs grandissent très rapidement et apprend une nouvelle histoire",long_vp_coord,-0.6233987808227521,-0.5700902938842773,-0.9503917694091797,2.222494125366211,2.715346336364746,0.9046058654785156,-0.7146269480387364,1.9474821090698242
"les visiteurs grandissent très rapidement et apprennent une nouvelle histoire, le visiteur grandit très rapidement et apprennent une nouvelle histoire",long_vp_coord,2.277900695800783,2.2426509857177734,2.9860305786132812,5.730706691741943,5.75493860244751,3.9911608695983887,2.5021940867106127,5.15893538792928
"le visiteur grandit très rapidement et descend les escaliers de la maison, les visiteurs grandissent très rapidement et descend les escaliers de la maison",long_vp_coord,0.22286510467529297,1.3517827987670898,2.3610448837280256,-1.086658000946045,0.1945056915283203,-0.767207145690918,1.3118975957234695,-0.5531198183695475
"les visiteurs grandissent très rapidement et descendent les escaliers de la maison, le visiteur grandit très rapidement et descendent les escaliers de la maison",long_vp_coord,2.021552562713623,-1.2140951156616193,0.4922237396240252,7.33536958694458,6.567718029022219,3.804555892944334,0.43322706222534296,5.902547836303711
"le visiteur grandit très rapidement et attend le repas chaud, les visiteurs grandissent très rapidement et attend le repas chaud",long_vp_coord,-0.06403446197509766,0.08014965057373047,1.190169334411621,-0.7242679595947266,-0.8696451187133771,-2.193659782409668,0.40209484100341797,-1.2625242869059239
"les visiteurs grandissent très rapidement et attendent le repas chaud, le visiteur grandit très rapidement et attendent le repas chaud",long_vp_coord,3.8428449630737322,1.2575149536132795,1.9948430061340332,8.080994606018066,6.51434850692749,4.654699325561525,2.365067640940348,6.416680812835693
"le visiteur grandit très rapidement et arrive au lieu de rendez-vous, les visiteurs grandissent très rapidement et arrive au lieu de rendez-vous",long_vp_coord,0.742556571960451,-0.19092178344726562,0.8088159561157244,1.9996700286865234,2.7203149795532218,0.7202725410461426,0.4534835815429699,1.813419183095296
"les visiteurs grandissent très rapidement et arrivent au lieu de rendez-vous, le visiteur grandit très rapidement et arrivent au lieu de rendez-vous",long_vp_coord,0.9940700531005859,-0.25672054290771307,0.23963832855224432,5.402504920959473,5.689530372619629,5.105881214141846,0.32566261291503906,5.399305502573649
"le visiteur grandit très rapidement et met la nappe sur la table, les visiteurs grandissent très rapidement et met la nappe sur la table",long_vp_coord,-0.6237068176269513,0.41190147399902344,-0.018783569335939276,1.7323284149169922,3.869398593902588,0.08416080474853516,-0.07686297098795573,1.8952959378560383
"les visiteurs grandissent très rapidement et mettent la nappe sur la table, le visiteur grandit très rapidement et mettent la nappe sur la table",long_vp_coord,2.4186391830444354,0.588966369628908,0.7137651443481445,4.200728893280029,5.120241165161133,4.588759422302246,1.2404568990071627,4.636576493581136
"le visiteur apprend une nouvelle histoire et descend les escaliers de la maison, les visiteurs apprennent une nouvelle histoire et descend les escaliers de la maison",long_vp_coord,-0.3267545700073242,-0.304287910461424,1.1521949768066406,-0.5877237319946289,0.2989225387573242,-0.5312480926513672,0.17371749877929746,-0.2733497619628906
